recipe_id,co2e_kg,n_ingr,n_sr,n_exact,n_gen,usda_pct,exact_mass_pct,generic_pct
RCP05803,13.57249,7,3,1,3,42.9,14.3,42.9
RCP05804,7.63719,11,5,2,4,45.5,18.2,36.4
RCP05805,2.8634000000000004,8,5,1,2,62.5,12.5,25.0
RCP05806,12.752249,16,8,3,5,50.0,18.8,31.2
RCP05807,55.93401,8,3,2,3,37.5,25.0,37.5
RCP05808,3.9102799999999998,17,9,4,4,52.9,23.5,23.5
RCP05809,61.23021,12,5,2,5,41.7,16.7,41.7
RCP05810,1.55877,8,3,1,4,37.5,12.5,50.0
RCP05811,18.943255,7,4,2,1,57.1,28.6,14.3
RCP05812,21.528548999999998,14,7,2,5,50.0,14.3,35.7
RCP05813,1.08027,9,5,1,3,55.6,11.1,33.3
RCP05814,14.313865000000002,19,8,4,7,42.1,21.1,36.8
RCP05815,47.989515,7,3,1,3,42.9,14.3,42.9
RCP05816,1.4883899999999999,8,6,1,1,75.0,12.5,12.5
RCP05817,19.481434999999998,14,10,3,1,71.4,21.4,7.1
RCP05818,26.185085000000004,13,5,1,7,38.5,7.7,53.8
RCP05819,31.713434499999998,14,7,2,5,50.0,14.3,35.7
RCP05820,26.481149,18,8,2,8,44.4,11.1,44.4
RCP05821,17.8115955,10,7,1,2,70.0,10.0,20.0
RCP05822,19.551449999999996,10,7,1,2,70.0,10.0,20.0
RCP05823,9.7599,9,4,1,4,44.4,11.1,44.4
RCP05824,0.61683,6,4,1,1,66.7,16.7,16.7
RCP05825,6.764270000000002,9,3,2,4,33.3,22.2,44.4
RCP05826,28.576315,14,6,2,6,42.9,14.3,42.9
RCP05827,31.32545,14,4,4,6,28.6,28.6,42.9
RCP05828,13.226705,14,7,1,6,50.0,7.1,42.9
RCP05829,3.47901,9,4,1,4,44.4,11.1,44.4
RCP05830,0.869985,7,5,1,1,71.4,14.3,14.3
RCP05831,7.393409999999999,9,5,1,3,55.6,11.1,33.3
RCP05832,56.889329999999994,5,3,1,1,60.0,20.0,20.0
RCP05833,3.17328,11,6,2,3,54.5,18.2,27.3
RCP05834,19.4895,8,4,1,3,50.0,12.5,37.5
RCP05835,39.30915,5,2,1,2,40.0,20.0,40.0
RCP05836,3.992655,5,2,1,2,40.0,20.0,40.0
RCP05837,18.226699999999997,6,2,2,2,33.3,33.3,33.3
RCP05838,21.835291,19,9,2,8,47.4,10.5,42.1
RCP05839,29.42439,13,8,1,4,61.5,7.7,30.8
RCP05840,66.093846,11,6,1,4,54.5,9.1,36.4
RCP05841,3.0872949999999997,13,8,3,2,61.5,23.1,15.4
RCP05842,3.1182999999999996,7,4,2,1,57.1,28.6,14.3
RCP05843,27.958276499999997,8,5,1,2,62.5,12.5,25.0
RCP05844,2.9625,9,5,2,2,55.6,22.2,22.2
RCP05845,3.9935350000000005,8,6,1,1,75.0,12.5,12.5
RCP05846,1.3014,6,3,1,2,50.0,16.7,33.3
RCP05847,2.68748,12,5,1,6,41.7,8.3,50.0
RCP05848,0.40629,5,3,1,1,60.0,20.0,20.0
RCP05849,64.91918000000001,13,6,2,5,46.2,15.4,38.5
RCP05850,33.58892,9,4,2,3,44.4,22.2,33.3
RCP05851,4.63462,10,3,1,6,30.0,10.0,60.0
RCP05852,8.895503999999999,19,11,1,7,57.9,5.3,36.8
RCP05853,5.54055,17,9,3,5,52.9,17.6,29.4
RCP05854,3.2734499999999995,8,3,1,4,37.5,12.5,50.0
RCP05855,7.73317,8,4,2,2,50.0,25.0,25.0
RCP05856,2.0143,6,3,1,2,50.0,16.7,33.3
RCP05857,0.7337,5,2,1,2,40.0,20.0,40.0
RCP05858,1.7457599999999998,9,7,1,1,77.8,11.1,11.1
RCP05859,26.36265,13,4,3,6,30.8,23.1,46.2
RCP05860,7.5777849999999995,17,10,5,2,58.8,29.4,11.8
RCP05861,2.71696,6,2,3,1,33.3,50.0,16.7
RCP05862,7.079145,7,3,1,3,42.9,14.3,42.9
RCP05863,5.373069999999999,13,6,4,3,46.2,30.8,23.1
RCP05864,18.150109999999998,8,6,1,1,75.0,12.5,12.5
RCP05865,2.5709,7,2,3,2,28.6,42.9,28.6
RCP05866,24.905067,8,3,3,2,37.5,37.5,25.0
RCP05867,16.973955,6,4,1,1,66.7,16.7,16.7
RCP05868,11.673309000000001,10,3,2,5,30.0,20.0,50.0
RCP05869,8.1554195,7,3,1,3,42.9,14.3,42.9
RCP05870,6.44706,14,5,2,7,35.7,14.3,50.0
RCP05871,8.337875000000002,17,12,2,3,70.6,11.8,17.6
RCP05872,21.041189999999997,9,5,1,3,55.6,11.1,33.3
RCP05873,25.554559999999995,6,3,1,2,50.0,16.7,33.3
RCP05874,11.028580000000002,5,3,1,1,60.0,20.0,20.0
RCP05875,1.13295,7,3,2,2,42.9,28.6,28.6
RCP05876,14.432653,11,6,2,3,54.5,18.2,27.3
RCP05877,2.0077499999999997,7,3,3,1,42.9,42.9,14.3
RCP05878,22.135555,14,9,2,3,64.3,14.3,21.4
RCP05879,3.6370999999999998,8,3,2,3,37.5,25.0,37.5
RCP05880,16.693270000000002,10,4,3,3,40.0,30.0,30.0
RCP05881,50.115615,10,4,2,4,40.0,20.0,40.0
RCP05882,8.527630000000002,13,7,3,3,53.8,23.1,23.1
RCP05883,57.34065,6,3,1,2,50.0,16.7,33.3
RCP05884,18.07407,13,8,3,2,61.5,23.1,15.4
RCP05885,9.879207500000001,17,10,2,5,58.8,11.8,29.4
RCP05886,12.326924999999997,14,7,1,6,50.0,7.1,42.9
RCP05887,52.321909999999995,9,3,2,4,33.3,22.2,44.4
RCP05888,6.70794,16,7,5,4,43.8,31.2,25.0
RCP05889,62.287415,10,6,1,3,60.0,10.0,30.0
RCP05890,5.105145,12,7,2,3,58.3,16.7,25.0
RCP05891,7.130424999999999,13,8,2,3,61.5,15.4,23.1
RCP05892,15.103652499999999,11,6,1,4,54.5,9.1,36.4
RCP05893,22.90727,6,4,1,1,66.7,16.7,16.7
RCP05894,1.578405,9,5,1,3,55.6,11.1,33.3
RCP05895,5.541460000000001,7,5,1,1,71.4,14.3,14.3
RCP05896,20.339535,9,5,2,2,55.6,22.2,22.2
RCP05897,1.80899,9,6,1,2,66.7,11.1,22.2
RCP05898,8.786280000000001,19,11,2,6,57.9,10.5,31.6
RCP05899,6.469760000000001,8,3,2,3,37.5,25.0,37.5
RCP05900,6.65908,16,11,2,3,68.8,12.5,18.8
RCP05901,43.192381,11,6,2,3,54.5,18.2,27.3
RCP05902,6.488355000000001,12,8,1,3,66.7,8.3,25.0
RCP05903,1.0658999999999998,7,3,2,2,42.9,28.6,28.6
RCP05904,9.507940000000001,14,7,2,5,50.0,14.3,35.7
RCP05905,6.929779,19,12,2,5,63.2,10.5,26.3
RCP05906,20.769901,19,8,1,10,42.1,5.3,52.6
RCP05907,5.729985,11,7,1,3,63.6,9.1,27.3
RCP05908,1.1262599999999998,9,5,1,3,55.6,11.1,33.3
RCP05909,8.03625,10,5,2,3,50.0,20.0,30.0
RCP05910,17.742960500000002,15,8,1,6,53.3,6.7,40.0
RCP05911,51.224000000000004,9,4,2,3,44.4,22.2,33.3
RCP05912,18.361325500000003,13,7,1,5,53.8,7.7,38.5
RCP05913,2.770715,9,6,1,2,66.7,11.1,22.2
RCP05914,0.81567,6,3,1,2,50.0,16.7,33.3
RCP05915,18.3706325,18,10,3,5,55.6,16.7,27.8
RCP05916,17.5246975,18,9,2,7,50.0,11.1,38.9
RCP05917,3.50827,14,7,3,4,50.0,21.4,28.6
RCP05918,2.1381300000000003,5,2,2,1,40.0,40.0,20.0
RCP05919,2.15388,8,4,2,2,50.0,25.0,25.0
RCP05920,1.02699,7,5,1,1,71.4,14.3,14.3
RCP05921,4.85158,7,4,1,2,57.1,14.3,28.6
RCP05922,4.11808,8,5,1,2,62.5,12.5,25.0
RCP05923,4.296099999999999,11,7,1,3,63.6,9.1,27.3
RCP05924,4.2562,9,5,1,3,55.6,11.1,33.3
RCP05925,0.99815,6,4,1,1,66.7,16.7,16.7
RCP05926,4.324414,12,4,2,6,33.3,16.7,50.0
RCP05927,2.74049,6,2,3,1,33.3,50.0,16.7
RCP05928,12.64361,8,3,3,2,37.5,37.5,25.0
RCP05929,5.807435,9,4,1,4,44.4,11.1,44.4
RCP05930,0.8878999999999999,9,5,2,2,55.6,22.2,22.2
RCP05931,13.627149999999997,14,7,3,4,50.0,21.4,28.6
RCP05932,1.8630199999999997,11,6,1,4,54.5,9.1,36.4
RCP05933,2.7118100000000003,7,3,1,3,42.9,14.3,42.9
RCP05934,0.78202,9,7,1,1,77.8,11.1,11.1
RCP05935,6.235555000000001,9,5,1,3,55.6,11.1,33.3
RCP05936,3.4357499999999996,8,4,2,2,50.0,25.0,25.0
RCP05937,3.97503,11,4,4,3,36.4,36.4,27.3
RCP05938,7.54591,10,4,2,4,40.0,20.0,40.0
RCP05939,0.7934800000000001,7,3,2,2,42.9,28.6,28.6
RCP05940,2.49864,7,4,2,1,57.1,28.6,14.3
RCP05941,4.558919499999999,7,3,2,2,42.9,28.6,28.6
RCP05942,1.02565,8,5,1,2,62.5,12.5,25.0
RCP05943,9.119652,9,3,1,5,33.3,11.1,55.6
RCP05944,2.552645,8,4,1,3,50.0,12.5,37.5
RCP05945,6.03843,13,6,2,5,46.2,15.4,38.5
RCP05946,5.299301499999999,12,7,2,3,58.3,16.7,25.0
RCP05947,0.94359,7,4,1,2,57.1,14.3,28.6
RCP05948,16.304284999999997,8,3,1,4,37.5,12.5,50.0
RCP05949,11.692097,14,8,2,4,57.1,14.3,28.6
RCP05950,6.146809999999999,6,2,1,3,33.3,16.7,50.0
RCP05951,10.311663000000001,15,7,3,5,46.7,20.0,33.3
RCP05952,2.1379,9,3,3,3,33.3,33.3,33.3
RCP05953,5.569179999999999,7,4,2,1,57.1,28.6,14.3
RCP05954,7.08058,11,5,1,5,45.5,9.1,45.5
RCP05955,2.9216349999999998,13,7,2,4,53.8,15.4,30.8
RCP05956,1.8055625,11,7,2,2,63.6,18.2,18.2
RCP05957,0.8604100000000001,7,4,1,2,57.1,14.3,28.6
RCP05958,1.3660599999999998,10,6,3,1,60.0,30.0,10.0
RCP05959,3.7404249999999997,14,8,4,2,57.1,28.6,14.3
RCP05960,11.52181,7,4,1,2,57.1,14.3,28.6
RCP05961,5.028343000000001,14,8,3,3,57.1,21.4,21.4
RCP05962,4.050599999999999,8,3,2,3,37.5,25.0,37.5
RCP05963,2.0539,7,2,1,4,28.6,14.3,57.1
RCP05964,7.468585000000001,12,8,1,3,66.7,8.3,25.0
RCP05965,1.7055599999999997,9,6,1,2,66.7,11.1,22.2
RCP05966,3.88201,14,6,3,5,42.9,21.4,35.7
RCP05967,14.87368,11,4,2,5,36.4,18.2,45.5
RCP05968,8.494033000000002,10,4,2,4,40.0,20.0,40.0
RCP05969,3.15481,14,5,4,5,35.7,28.6,35.7
RCP05970,4.22164,8,3,1,4,37.5,12.5,50.0
RCP05971,2.9827480000000004,19,12,2,5,63.2,10.5,26.3
RCP05972,3.036135,14,9,2,3,64.3,14.3,21.4
RCP05973,2.04916,13,8,2,3,61.5,15.4,23.1
RCP05974,10.45136,8,3,1,4,37.5,12.5,50.0
RCP05975,2.0878625,13,6,2,5,46.2,15.4,38.5
RCP05976,8.5818515,7,3,1,3,42.9,14.3,42.9
RCP05977,8.0632055,9,2,1,6,22.2,11.1,66.7
RCP05978,1.60552,6,4,1,1,66.7,16.7,16.7
RCP05979,0.87574,9,6,2,1,66.7,22.2,11.1
RCP05980,4.503515,8,4,2,2,50.0,25.0,25.0
RCP05981,8.0460685,14,5,2,7,35.7,14.3,50.0
RCP05982,8.262743,18,11,3,4,61.1,16.7,22.2
RCP05983,4.777209999999999,14,5,4,5,35.7,28.6,35.7
RCP05984,2.1087199999999995,12,7,1,4,58.3,8.3,33.3
RCP05985,0.791865,7,5,1,1,71.4,14.3,14.3
RCP05986,3.8552049999999993,11,5,3,3,45.5,27.3,27.3
RCP05987,5.08641,14,6,3,5,42.9,21.4,35.7
RCP05988,9.461619,18,10,4,4,55.6,22.2,22.2
RCP05989,10.927226,10,5,1,4,50.0,10.0,40.0
RCP05990,11.353132,8,3,1,4,37.5,12.5,50.0
RCP05991,0.44705,8,6,1,1,75.0,12.5,12.5
RCP05992,6.701379999999999,13,7,2,4,53.8,15.4,30.8
RCP05993,7.215065,18,10,5,3,55.6,27.8,16.7
RCP05994,3.0067799999999996,8,4,1,3,50.0,12.5,37.5
RCP05995,1.01141,5,2,2,1,40.0,40.0,20.0
RCP05996,0.76418,9,6,1,2,66.7,11.1,22.2
RCP05997,11.733810000000002,17,8,2,7,47.1,11.8,41.2
RCP05998,2.68035,9,3,2,4,33.3,22.2,44.4
RCP05999,5.964405000000001,19,9,4,6,47.4,21.1,31.6
RCP06000,3.66386,16,8,3,5,50.0,18.8,31.2
RCP06001,0.45171,5,3,1,1,60.0,20.0,20.0
RCP06002,4.56835,7,4,1,2,57.1,14.3,28.6
RCP06003,3.5560799999999997,14,6,2,6,42.9,14.3,42.9
RCP06004,0.5899,6,4,1,1,66.7,16.7,16.7
RCP06005,1.31844,12,8,2,2,66.7,16.7,16.7
RCP06006,2.5156,8,2,3,3,25.0,37.5,37.5
RCP06007,2.69477,10,4,2,4,40.0,20.0,40.0
RCP06008,19.231915500000003,12,6,1,5,50.0,8.3,41.7
RCP06009,2.08295,6,2,2,2,33.3,33.3,33.3
RCP06010,3.176107,13,7,3,3,53.8,23.1,23.1
RCP06011,3.1284149999999995,14,7,2,5,50.0,14.3,35.7
RCP06012,10.67019,13,7,2,4,53.8,15.4,30.8
RCP06013,2.411645,9,4,3,2,44.4,33.3,22.2
RCP06014,0.81482,8,5,2,1,62.5,25.0,12.5
RCP06015,3.8299929999999995,12,6,1,5,50.0,8.3,41.7
RCP06016,0.7846,7,3,2,2,42.9,28.6,28.6
RCP06017,0.91723,9,6,1,2,66.7,11.1,22.2
RCP06018,2.0789299999999997,13,9,2,2,69.2,15.4,15.4
RCP06019,1.38742,8,4,3,1,50.0,37.5,12.5
RCP06020,1.1521549999999998,9,5,3,1,55.6,33.3,11.1
RCP06021,2.8408499999999997,14,10,1,3,71.4,7.1,21.4
RCP06022,8.085014999999999,11,5,1,5,45.5,9.1,45.5
RCP06023,1.20625,6,3,2,1,50.0,33.3,16.7
RCP06024,6.485825,10,5,1,4,50.0,10.0,40.0
RCP06025,1.181972,8,4,1,3,50.0,12.5,37.5
RCP06026,2.322394,9,5,2,2,55.6,22.2,22.2
RCP06027,2.4119200000000003,8,5,1,2,62.5,12.5,25.0
RCP06028,7.7316195,12,5,2,5,41.7,16.7,41.7
RCP06029,5.82301,19,8,4,7,42.1,21.1,36.8
RCP06030,0.74112,5,3,1,1,60.0,20.0,20.0
RCP06031,2.8142349999999996,8,6,1,1,75.0,12.5,12.5
RCP06032,1.843065,9,6,2,1,66.7,22.2,11.1
RCP06033,3.970245,14,8,2,4,57.1,14.3,28.6
RCP06034,3.1512260000000003,17,9,3,5,52.9,17.6,29.4
RCP06035,3.1045,14,7,2,5,50.0,14.3,35.7
RCP06036,8.52105,15,9,2,4,60.0,13.3,26.7
RCP06037,2.0158,6,3,2,1,50.0,33.3,16.7
RCP06038,2.16635,8,2,2,4,25.0,25.0,50.0
RCP06039,8.3497425,13,5,2,6,38.5,15.4,46.2
RCP06040,4.106674999999999,19,10,2,7,52.6,10.5,36.8
RCP06041,10.13825,8,3,2,3,37.5,25.0,37.5
RCP06042,0.76384,6,4,1,1,66.7,16.7,16.7
RCP06043,1.384665,8,4,1,3,50.0,12.5,37.5
RCP06044,3.5319449999999994,14,10,3,1,71.4,21.4,7.1
RCP06045,0.71925,8,4,2,2,50.0,25.0,25.0
RCP06046,2.3407,8,4,2,2,50.0,25.0,25.0
RCP06047,3.9459900000000006,9,5,2,2,55.6,22.2,22.2
RCP06048,4.90673,5,3,1,1,60.0,20.0,20.0
RCP06049,8.138760000000001,13,6,4,3,46.2,30.8,23.1
RCP06050,5.655369999999999,10,4,2,4,40.0,20.0,40.0
RCP06051,0.4911,5,2,1,2,40.0,20.0,40.0
RCP06052,3.1731299999999996,16,9,1,6,56.2,6.2,37.5
RCP06053,1.20165,6,2,2,2,33.3,33.3,33.3
RCP06054,5.078945,7,4,1,2,57.1,14.3,28.6
RCP06055,0.61403,7,4,1,2,57.1,14.3,28.6
RCP06056,0.5802525,8,6,1,1,75.0,12.5,12.5
RCP06057,9.671930000000001,19,12,1,6,63.2,5.3,31.6
RCP06058,19.802319999999998,15,9,2,4,60.0,13.3,26.7
RCP06059,5.274929,12,5,2,5,41.7,16.7,41.7
RCP06060,10.68621,8,3,2,3,37.5,25.0,37.5
RCP06061,2.87574,7,3,1,3,42.9,14.3,42.9
RCP06062,1.3603,5,2,2,1,40.0,40.0,20.0
RCP06063,0.83975,9,4,2,3,44.4,22.2,33.3
RCP06064,2.68758,8,5,1,2,62.5,12.5,25.0
RCP06065,7.50558,14,8,1,5,57.1,7.1,35.7
RCP06066,2.2420825,10,6,1,3,60.0,10.0,30.0
RCP06067,6.00893,10,5,2,3,50.0,20.0,30.0
RCP06068,0.813185,8,6,1,1,75.0,12.5,12.5
RCP06069,1.3157675,9,4,3,2,44.4,33.3,22.2
RCP06070,1.2308299999999996,11,8,1,2,72.7,9.1,18.2
RCP06071,2.9574899999999995,8,4,1,3,50.0,12.5,37.5
RCP06072,2.8896200000000003,10,6,1,3,60.0,10.0,30.0
RCP06073,1.38035,9,4,2,3,44.4,22.2,33.3
RCP06074,2.74792,9,5,2,2,55.6,22.2,22.2
RCP06075,1.8874700000000004,19,11,4,4,57.9,21.1,21.1
RCP06076,4.204529999999999,11,6,2,3,54.5,18.2,27.3
RCP06077,1.513627,11,6,2,3,54.5,18.2,27.3
RCP06078,10.60313,9,4,1,4,44.4,11.1,44.4
RCP06079,1.70005,5,2,1,2,40.0,20.0,40.0
RCP06080,0.38220999999999994,7,4,1,2,57.1,14.3,28.6
RCP06081,3.4853549999999998,18,11,2,5,61.1,11.1,27.8
RCP06082,4.08021,9,5,1,3,55.6,11.1,33.3
RCP06083,1.9710949999999998,9,4,3,2,44.4,33.3,22.2
RCP06084,1.448545,8,5,1,2,62.5,12.5,25.0
RCP06085,8.904585,6,3,1,2,50.0,16.7,33.3
RCP06086,2.753915,7,3,2,2,42.9,28.6,28.6
RCP06087,2.6662,9,6,1,2,66.7,11.1,22.2
RCP06088,1.870097,16,9,3,4,56.2,18.8,25.0
RCP06089,11.623534999999999,14,7,2,5,50.0,14.3,35.7
RCP06090,5.1867399999999995,7,3,1,3,42.9,14.3,42.9
RCP06091,12.23913,19,12,3,4,63.2,15.8,21.1
RCP06092,7.7789875,17,8,2,7,47.1,11.8,41.2
RCP06093,5.9985945,6,3,1,2,50.0,16.7,33.3
RCP06094,1.31411,10,6,2,2,60.0,20.0,20.0
RCP06095,0.43620000000000003,8,6,1,1,75.0,12.5,12.5
RCP06096,2.0917900000000005,15,10,2,3,66.7,13.3,20.0
RCP06097,3.9211549999999993,15,9,1,5,60.0,6.7,33.3
RCP06098,1.19108,5,3,1,1,60.0,20.0,20.0
RCP06099,7.6036555,8,2,4,2,25.0,50.0,25.0
RCP06100,1.91326,7,3,3,1,42.9,42.9,14.3
RCP06101,2.8126349999999998,10,5,3,2,50.0,30.0,20.0
RCP06102,3.740955,10,5,3,2,50.0,30.0,20.0
RCP06103,14.18533,12,6,2,4,50.0,16.7,33.3
RCP06104,8.40801,13,9,1,3,69.2,7.7,23.1
RCP06105,6.429019999999999,10,6,2,2,60.0,20.0,20.0
RCP06106,6.464192,8,4,1,3,50.0,12.5,37.5
RCP06107,7.4530425000000005,13,7,1,5,53.8,7.7,38.5
RCP06108,3.7816800000000006,11,6,2,3,54.5,18.2,27.3
RCP06109,1.25961,13,6,3,4,46.2,23.1,30.8
RCP06110,3.79164,5,2,1,2,40.0,20.0,40.0
RCP06111,2.209,6,3,1,2,50.0,16.7,33.3
RCP06112,0.5248625,5,3,1,1,60.0,20.0,20.0
RCP06113,1.9279400000000002,12,7,3,2,58.3,25.0,16.7
RCP06114,1.141489,8,5,1,2,62.5,12.5,25.0
RCP06115,7.9381499999999985,9,5,1,3,55.6,11.1,33.3
RCP06116,9.131781,8,3,1,4,37.5,12.5,50.0
RCP06117,14.212409999999998,13,6,2,5,46.2,15.4,38.5
RCP06118,0.45405,5,3,1,1,60.0,20.0,20.0
RCP06119,19.645262499999998,16,11,1,4,68.8,6.2,25.0
RCP06120,3.3369299999999997,13,8,3,2,61.5,23.1,15.4
RCP06121,1.939305,11,6,4,1,54.5,36.4,9.1
RCP06122,0.40245000000000003,5,3,1,1,60.0,20.0,20.0
RCP06123,13.242734000000002,15,6,3,6,40.0,20.0,40.0
RCP06124,1.0104,7,3,1,3,42.9,14.3,42.9
RCP06125,12.399157500000001,16,7,3,6,43.8,18.8,37.5
RCP06126,4.8428700000000005,12,8,2,2,66.7,16.7,16.7
RCP06127,1.7637499999999997,8,4,3,1,50.0,37.5,12.5
RCP06128,4.7025075,12,7,1,4,58.3,8.3,33.3
RCP06129,3.6848699999999996,6,3,1,2,50.0,16.7,33.3
RCP06130,7.661821,8,3,2,3,37.5,25.0,37.5
RCP06131,1.0862500000000002,7,4,1,2,57.1,14.3,28.6
RCP06132,9.121305,9,5,1,3,55.6,11.1,33.3
RCP06133,2.4370770000000004,12,6,1,5,50.0,8.3,41.7
RCP06134,3.923215,14,6,4,4,42.9,28.6,28.6
RCP06135,1.695145,8,5,1,2,62.5,12.5,25.0
RCP06136,1.33725,7,3,2,2,42.9,28.6,28.6
RCP06137,1.8667274999999997,14,9,4,1,64.3,28.6,7.1
RCP06138,1.03984,6,4,1,1,66.7,16.7,16.7
RCP06139,3.419286,8,3,2,3,37.5,25.0,37.5
RCP06140,1.7311699999999999,8,6,1,1,75.0,12.5,12.5
RCP06141,3.140345,13,6,3,4,46.2,23.1,30.8
RCP06142,4.40541,19,11,4,4,57.9,21.1,21.1
RCP06143,0.6982,7,5,1,1,71.4,14.3,14.3
RCP06144,1.48939,12,5,2,5,41.7,16.7,41.7
RCP06145,1.9301399999999997,6,4,1,1,66.7,16.7,16.7
RCP06146,3.569273,9,4,2,3,44.4,22.2,33.3
RCP06147,12.330391,14,7,2,5,50.0,14.3,35.7
RCP06148,2.67339,8,3,2,3,37.5,25.0,37.5
RCP06149,10.9053,11,7,2,2,63.6,18.2,18.2
RCP06150,2.85486,9,5,1,3,55.6,11.1,33.3
RCP06151,2.0858299999999996,9,6,1,2,66.7,11.1,22.2
RCP06152,4.3426100000000005,11,6,2,3,54.5,18.2,27.3
RCP06153,16.366299499999997,13,6,3,4,46.2,23.1,30.8
RCP06154,4.198569999999999,13,5,3,5,38.5,23.1,38.5
RCP06155,11.484020500000002,12,6,2,4,50.0,16.7,33.3
RCP06156,2.9795499999999997,8,2,2,4,25.0,25.0,50.0
RCP06157,2.177055,10,5,2,3,50.0,20.0,30.0
RCP06158,2.28185,8,5,2,1,62.5,25.0,12.5
RCP06159,1.278,5,3,1,1,60.0,20.0,20.0
RCP06160,5.113969999999999,8,4,1,3,50.0,12.5,37.5
RCP06161,0.7015499999999999,5,2,2,1,40.0,40.0,20.0
RCP06162,1.06525,5,3,1,1,60.0,20.0,20.0
RCP06163,6.994485,12,6,3,3,50.0,25.0,25.0
RCP06164,4.25308,8,5,1,2,62.5,12.5,25.0
RCP06165,1.5783349999999998,9,7,1,1,77.8,11.1,11.1
RCP06166,1.030987,8,4,2,2,50.0,25.0,25.0
RCP06167,5.251855000000001,18,11,3,4,61.1,16.7,22.2
RCP06168,16.351709999999997,18,7,5,6,38.9,27.8,33.3
RCP06169,5.07107,16,8,5,3,50.0,31.2,18.8
RCP06170,2.55727,10,4,2,4,40.0,20.0,40.0
RCP06171,1.09318,12,7,1,4,58.3,8.3,33.3
RCP06172,7.4398800000000005,8,4,1,3,50.0,12.5,37.5
RCP06173,1.6405699999999999,11,9,1,1,81.8,9.1,9.1
RCP06174,3.54581,12,6,2,4,50.0,16.7,33.3
RCP06175,1.595045,8,3,1,4,37.5,12.5,50.0
RCP06176,6.50679,13,8,1,4,61.5,7.7,30.8
RCP06177,5.680655000000002,18,12,3,3,66.7,16.7,16.7
RCP06178,12.433129,15,7,2,6,46.7,13.3,40.0
RCP06179,1.944445,8,5,1,2,62.5,12.5,25.0
RCP06180,0.5441499999999999,6,3,1,2,50.0,16.7,33.3
RCP06181,9.2323085,13,7,2,4,53.8,15.4,30.8
RCP06182,1.40724,8,4,3,1,50.0,37.5,12.5
RCP06183,2.9168685,16,9,2,5,56.2,12.5,31.2
RCP06184,5.225975,13,6,2,5,46.2,15.4,38.5
RCP06185,4.734119999999999,5,2,1,2,40.0,20.0,40.0
RCP06186,1.15486,7,5,1,1,71.4,14.3,14.3
RCP06187,4.926217500000001,14,7,1,6,50.0,7.1,42.9
RCP06188,2.8274099999999995,8,4,2,2,50.0,25.0,25.0
RCP06189,6.968640000000001,13,5,3,5,38.5,23.1,38.5
RCP06190,1.7819499999999997,9,6,1,2,66.7,11.1,22.2
RCP06191,4.303165000000001,16,9,1,6,56.2,6.2,37.5
RCP06192,4.1728950000000005,8,4,2,2,50.0,25.0,25.0
RCP06193,3.213107999999999,13,7,2,4,53.8,15.4,30.8
RCP06194,3.08792,11,6,2,3,54.5,18.2,27.3
RCP06195,20.971745,19,13,1,5,68.4,5.3,26.3
RCP06196,2.8063580000000004,9,5,1,3,55.6,11.1,33.3
RCP06197,5.11305,6,2,1,3,33.3,16.7,50.0
RCP06198,3.982519999999999,12,4,5,3,33.3,41.7,25.0
RCP06199,0.78572,9,5,1,3,55.6,11.1,33.3
RCP06200,5.921942500000001,15,9,1,5,60.0,6.7,33.3
RCP06201,1.3016499999999998,6,4,1,1,66.7,16.7,16.7
RCP06202,0.40436999999999995,10,8,1,1,80.0,10.0,10.0
RCP06203,2.29942,13,7,3,3,53.8,23.1,23.1
RCP06204,2.702325,6,3,1,2,50.0,16.7,33.3
RCP06205,1.8062900000000002,12,7,1,4,58.3,8.3,33.3
RCP06206,2.00222,9,6,2,1,66.7,22.2,11.1
RCP06207,2.48655,8,3,2,3,37.5,25.0,37.5
RCP06208,3.0595950000000007,11,6,3,2,54.5,27.3,18.2
RCP06209,3.9950099999999997,9,5,2,2,55.6,22.2,22.2
RCP06210,1.0551249999999999,9,6,1,2,66.7,11.1,22.2
RCP06211,3.7469200000000003,8,3,1,4,37.5,12.5,50.0
RCP06212,4.0908215,9,4,3,2,44.4,33.3,22.2
RCP06213,1.9055,7,3,1,3,42.9,14.3,42.9
RCP06214,18.6015015,17,10,2,5,58.8,11.8,29.4
RCP06215,2.8199199999999998,8,6,1,1,75.0,12.5,12.5
RCP06216,1.07576,8,3,2,3,37.5,25.0,37.5
RCP06217,3.3339,8,4,1,3,50.0,12.5,37.5
RCP06218,7.673947,13,6,3,4,46.2,23.1,30.8
RCP06219,0.4189,8,4,1,3,50.0,12.5,37.5
RCP06220,0.7649,5,3,1,1,60.0,20.0,20.0
RCP06221,1.332665,9,6,2,1,66.7,22.2,11.1
RCP06222,1.6139899999999998,8,4,1,3,50.0,12.5,37.5
RCP06223,4.8517,15,7,2,6,46.7,13.3,40.0
RCP06224,5.8416245,9,5,1,3,55.6,11.1,33.3
RCP06225,2.55863,8,3,3,2,37.5,37.5,25.0
RCP06226,9.4804635,17,9,2,6,52.9,11.8,35.3
RCP06227,0.9468399999999998,12,7,1,4,58.3,8.3,33.3
RCP06228,14.0865265,18,10,3,5,55.6,16.7,27.8
RCP06229,1.00201,8,5,1,2,62.5,12.5,25.0
RCP06230,0.51362,7,4,1,2,57.1,14.3,28.6
RCP06231,8.8753325,18,10,3,5,55.6,16.7,27.8
