recipe_id,co2e_kg,n_ingr,n_sr,n_gen,usda_pct,generic_pct
RCP05367,15.7836355,11,5,6,45.5,54.5
RCP05368,1.39541,8,4,4,50.0,50.0
RCP05369,21.588851000000002,12,7,5,58.3,41.7
RCP05370,4.921350000000001,7,5,2,71.4,28.6
RCP05371,21.33265,16,7,9,43.8,56.2
RCP05372,37.58389699999999,13,7,6,53.8,46.2
RCP05373,2.1745585,9,4,5,44.4,55.6
RCP05374,8.172009999999998,8,5,3,62.5,37.5
RCP05375,4.997654999999999,13,6,7,46.2,53.8
RCP05376,9.276760499999998,8,4,4,50.0,50.0
RCP05377,5.477360000000001,12,7,5,58.3,41.7
RCP05378,21.442494999999997,10,5,5,50.0,50.0
RCP05379,2.0105750000000002,9,6,3,66.7,33.3
RCP05380,1.6944389999999998,6,4,2,66.7,33.3
RCP05381,9.16518,7,4,3,57.1,42.9
RCP05382,29.513211500000004,14,9,5,64.3,35.7
RCP05383,13.91083,9,3,6,33.3,66.7
RCP05384,8.1285,5,3,2,60.0,40.0
RCP05385,5.044563,14,10,4,71.4,28.6
RCP05386,1.37385,5,2,3,40.0,60.0
RCP05387,10.507507999999998,13,8,5,61.5,38.5
RCP05388,0.8290900000000001,5,2,3,40.0,60.0
RCP05389,14.257729999999999,8,3,5,37.5,62.5
RCP05390,6.502394999999999,16,7,9,43.8,56.2
RCP05391,4.1019,9,4,5,44.4,55.6
RCP05392,27.440195499999998,7,5,2,71.4,28.6
RCP05393,26.436097,11,7,4,63.6,36.4
RCP05394,5.272268,15,8,7,53.3,46.7
RCP05395,1.17557,13,10,3,76.9,23.1
RCP05396,34.777708499999996,15,6,9,40.0,60.0
RCP05397,10.746529,17,9,8,52.9,47.1
RCP05398,21.128645,8,4,4,50.0,50.0
RCP05399,6.124829999999999,13,6,7,46.2,53.8
RCP05400,25.1656895,14,6,8,42.9,57.1
RCP05401,10.887769999999998,8,3,5,37.5,62.5
RCP05402,8.551142,8,3,5,37.5,62.5
RCP05403,14.299104999999999,8,4,4,50.0,50.0
RCP05404,26.475558499999995,14,7,7,50.0,50.0
RCP05405,1.415505,12,9,3,75.0,25.0
RCP05406,7.94905,5,2,3,40.0,60.0
RCP05407,8.368124000000002,9,5,4,55.6,44.4
RCP05408,61.483850499999996,19,12,7,63.2,36.8
RCP05409,1.9460099999999998,8,5,3,62.5,37.5
RCP05410,3.768735,9,5,4,55.6,44.4
RCP05411,9.138779999999999,7,5,2,71.4,28.6
RCP05412,6.4656235,9,3,6,33.3,66.7
RCP05413,3.8252729999999997,17,10,7,58.8,41.2
RCP05414,5.628603999999999,8,5,3,62.5,37.5
RCP05415,13.9647675,13,5,8,38.5,61.5
RCP05416,41.4029665,17,9,8,52.9,47.1
RCP05417,11.870174999999998,6,3,3,50.0,50.0
RCP05418,45.559705,13,8,5,61.5,38.5
RCP05419,11.826589999999998,6,2,4,33.3,66.7
RCP05420,3.5254485,8,4,4,50.0,50.0
RCP05421,2.247815,6,3,3,50.0,50.0
RCP05422,13.89648,5,2,3,40.0,60.0
RCP05423,2.07785,6,2,4,33.3,66.7
RCP05424,21.58224,8,4,4,50.0,50.0
RCP05425,1.8989669999999998,11,7,4,63.6,36.4
RCP05426,40.91971000000001,8,5,3,62.5,37.5
RCP05427,1.551362,6,3,3,50.0,50.0
RCP05428,3.4078500000000003,5,3,2,60.0,40.0
RCP05429,2.0664,8,5,3,62.5,37.5
RCP05430,1.4763999999999997,5,2,3,40.0,60.0
RCP05431,18.946658999999997,19,11,8,57.9,42.1
RCP05432,12.0518045,8,2,6,25.0,75.0
RCP05433,4.927416999999999,18,11,7,61.1,38.9
RCP05434,8.10822,5,3,2,60.0,40.0
RCP05435,19.705657000000002,9,3,6,33.3,66.7
RCP05436,18.334379999999996,5,3,2,60.0,40.0
RCP05437,2.1612999999999998,12,9,3,75.0,25.0
RCP05438,6.341331,13,4,9,30.8,69.2
RCP05439,2.1870985000000003,7,5,2,71.4,28.6
RCP05440,32.92882999999999,12,6,6,50.0,50.0
RCP05441,7.0212129999999995,14,7,7,50.0,50.0
RCP05442,10.398755499999998,13,9,4,69.2,30.8
RCP05443,40.970459999999996,9,3,6,33.3,66.7
RCP05444,11.382559999999998,9,5,4,55.6,44.4
RCP05445,13.566847500000002,11,7,4,63.6,36.4
RCP05446,15.5515765,13,7,6,53.8,46.2
RCP05447,5.886018499999999,8,3,5,37.5,62.5
RCP05448,3.67933,14,6,8,42.9,57.1
RCP05449,25.07285,5,2,3,40.0,60.0
RCP05450,6.2585,8,5,3,62.5,37.5
RCP05451,17.16808,7,3,4,42.9,57.1
RCP05452,1.52885,5,2,3,40.0,60.0
RCP05453,9.62853,5,2,3,40.0,60.0
RCP05454,5.38604,17,9,8,52.9,47.1
RCP05455,41.483830000000005,12,5,7,41.7,58.3
RCP05456,1.4262900000000003,8,4,4,50.0,50.0
RCP05457,19.576420000000002,7,2,5,28.6,71.4
RCP05458,17.52275,19,9,10,47.4,52.6
RCP05459,13.771244999999999,7,3,4,42.9,57.1
RCP05460,13.5536,9,6,3,66.7,33.3
RCP05461,25.252254,8,4,4,50.0,50.0
RCP05462,21.639740000000003,8,4,4,50.0,50.0
RCP05463,1.2541100000000003,11,5,6,45.5,54.5
RCP05464,9.489026,11,3,8,27.3,72.7
RCP05465,15.388424999999998,9,7,2,77.8,22.2
RCP05466,4.5918,8,2,6,25.0,75.0
RCP05467,28.181165,9,6,3,66.7,33.3
RCP05468,10.24498,12,4,8,33.3,66.7
RCP05469,2.7383759999999997,7,3,4,42.9,57.1
RCP05470,35.69822,5,3,2,60.0,40.0
RCP05471,8.796255,8,6,2,75.0,25.0
RCP05472,13.070549999999999,17,9,8,52.9,47.1
RCP05473,1.84416,7,4,3,57.1,42.9
RCP05474,11.7458875,18,12,6,66.7,33.3
RCP05475,2.4241485,14,9,5,64.3,35.7
RCP05476,4.635070000000001,9,5,4,55.6,44.4
RCP05477,11.12309,5,2,3,40.0,60.0
RCP05478,9.30817,7,3,4,42.9,57.1
RCP05479,6.7936464999999995,11,5,6,45.5,54.5
RCP05480,10.0842955,18,14,4,77.8,22.2
RCP05481,23.129998500000003,5,3,2,60.0,40.0
RCP05482,40.01593,8,3,5,37.5,62.5
RCP05483,18.851264999999998,8,6,2,75.0,25.0
RCP05484,1.08159,6,3,3,50.0,50.0
RCP05485,4.25505,5,3,2,60.0,40.0
RCP05486,5.9044750000000015,13,7,6,53.8,46.2
RCP05487,10.598748499999997,13,9,4,69.2,30.8
RCP05488,9.1355645,19,11,8,57.9,42.1
RCP05489,20.9644645,11,6,5,54.5,45.5
RCP05490,7.373926,8,3,5,37.5,62.5
RCP05491,4.47605,6,2,4,33.3,66.7
RCP05492,10.502854,10,6,4,60.0,40.0
RCP05493,9.775497999999999,14,6,8,42.9,57.1
RCP05494,37.846033999999996,9,4,5,44.4,55.6
RCP05495,1.5019890000000002,11,8,3,72.7,27.3
RCP05496,9.925024500000001,17,7,10,41.2,58.8
RCP05497,3.30109,17,11,6,64.7,35.3
RCP05498,10.597280999999999,13,4,9,30.8,69.2
RCP05499,19.77882,7,4,3,57.1,42.9
RCP05500,2.80365,6,2,4,33.3,66.7
RCP05501,1.5396699999999999,14,10,4,71.4,28.6
RCP05502,56.622285,5,3,2,60.0,40.0
RCP05503,22.9506175,12,7,5,58.3,41.7
RCP05504,2.011075,14,8,6,57.1,42.9
RCP05505,28.797267999999995,19,12,7,63.2,36.8
RCP05506,20.397015,10,6,4,60.0,40.0
RCP05507,13.786731999999999,13,6,7,46.2,53.8
RCP05508,8.720493000000001,13,6,7,46.2,53.8
RCP05509,3.4250199999999995,8,5,3,62.5,37.5
RCP05510,14.764094,13,7,6,53.8,46.2
RCP05511,13.2521955,19,11,8,57.9,42.1
RCP05512,8.012565,12,7,5,58.3,41.7
RCP05513,4.86434,9,5,4,55.6,44.4
RCP05514,6.03323,7,2,5,28.6,71.4
RCP05515,41.793816,9,5,4,55.6,44.4
RCP05516,30.906733,8,5,3,62.5,37.5
RCP05517,0.9292800000000001,8,6,2,75.0,25.0
RCP05518,5.510003,9,4,5,44.4,55.6
RCP05519,2.8715695,12,6,6,50.0,50.0
RCP05520,4.772267,9,4,5,44.4,55.6
RCP05521,14.781059999999998,15,7,8,46.7,53.3
RCP05522,1.7062620000000002,9,4,5,44.4,55.6
RCP05523,5.2027350000000006,8,3,5,37.5,62.5
RCP05524,19.396794,12,5,7,41.7,58.3
RCP05525,41.395665,8,3,5,37.5,62.5
RCP05526,3.423598,15,8,7,53.3,46.7
RCP05527,6.244209999999999,7,5,2,71.4,28.6
RCP05528,1.911206,8,4,4,50.0,50.0
RCP05529,48.296901,10,4,6,40.0,60.0
RCP05530,21.68987,12,7,5,58.3,41.7
RCP05531,14.150040500000001,10,4,6,40.0,60.0
RCP05532,13.252747999999997,12,5,7,41.7,58.3
RCP05533,12.675549999999998,6,2,4,33.3,66.7
RCP05534,17.197599999999998,5,2,3,40.0,60.0
RCP05535,5.6612,12,5,7,41.7,58.3
RCP05536,30.929806,12,9,3,75.0,25.0
RCP05537,1.11681,8,5,3,62.5,37.5
RCP05538,7.56827,8,3,5,37.5,62.5
RCP05539,2.79892,6,3,3,50.0,50.0
RCP05540,36.872211,14,8,6,57.1,42.9
RCP05541,1.61164,8,4,4,50.0,50.0
RCP05542,1.12717,9,6,3,66.7,33.3
RCP05543,20.363325999999997,13,6,7,46.2,53.8
RCP05544,8.471845,12,8,4,66.7,33.3
RCP05545,23.177570000000003,8,4,4,50.0,50.0
RCP05546,3.0021249999999995,8,5,3,62.5,37.5
RCP05547,2.74066,8,5,3,62.5,37.5
RCP05548,1.00962,7,5,2,71.4,28.6
RCP05549,10.470349999999998,12,9,3,75.0,25.0
RCP05550,18.5941,6,3,3,50.0,50.0
RCP05551,5.4708905,13,5,8,38.5,61.5
RCP05552,1.0102,5,2,3,40.0,60.0
RCP05553,47.1259475,12,6,6,50.0,50.0
RCP05554,37.402114999999995,14,8,6,57.1,42.9
RCP05555,43.776118,13,5,8,38.5,61.5
RCP05556,14.79063,8,3,5,37.5,62.5
RCP05557,18.644631999999998,6,4,2,66.7,33.3
RCP05558,12.770319999999998,7,3,4,42.9,57.1
RCP05559,20.70554,6,3,3,50.0,50.0
RCP05560,27.960932999999997,13,6,7,46.2,53.8
RCP05561,16.2007145,12,4,8,33.3,66.7
RCP05562,17.106917499999998,19,9,10,47.4,52.6
RCP05563,19.179804999999998,18,9,9,50.0,50.0
RCP05564,23.925085000000006,12,8,4,66.7,33.3
RCP05565,20.730805,7,4,3,57.1,42.9
RCP05566,1.0157699999999998,6,2,4,33.3,66.7
RCP05567,11.32399,13,8,5,61.5,38.5
RCP05568,0.8652300000000002,9,6,3,66.7,33.3
RCP05569,57.425869999999996,7,3,4,42.9,57.1
RCP05570,1.5048899999999998,8,4,4,50.0,50.0
RCP05571,41.43289250000001,14,6,8,42.9,57.1
RCP05572,46.76595100000001,9,4,5,44.4,55.6
RCP05573,59.68545,6,3,3,50.0,50.0
RCP05574,29.0770725,16,9,7,56.2,43.8
RCP05575,1.4235799999999998,8,4,4,50.0,50.0
RCP05576,1.9086900000000002,6,4,2,66.7,33.3
RCP05577,22.561784000000003,9,5,4,55.6,44.4
RCP05578,1.7350994999999998,8,6,2,75.0,25.0
RCP05579,10.951232,13,5,8,38.5,61.5
RCP05580,16.300427499999998,13,6,7,46.2,53.8
RCP05581,19.2255215,9,5,4,55.6,44.4
RCP05582,5.36966,9,4,5,44.4,55.6
RCP05583,32.400921999999994,13,6,7,46.2,53.8
RCP05584,19.7400785,8,6,2,75.0,25.0
RCP05585,5.586983,13,8,5,61.5,38.5
RCP05586,24.582252999999998,8,4,4,50.0,50.0
RCP05587,17.576245,14,9,5,64.3,35.7
RCP05588,5.691083,12,7,5,58.3,41.7
RCP05589,5.15944,8,4,4,50.0,50.0
RCP05590,10.688669999999998,14,12,2,85.7,14.3
RCP05591,6.28581,9,2,7,22.2,77.8
RCP05592,15.147230999999998,11,5,6,45.5,54.5
RCP05593,5.630759999999999,8,4,4,50.0,50.0
RCP05594,58.0318925,13,7,6,53.8,46.2
RCP05595,1.3702750000000001,7,3,4,42.9,57.1
RCP05596,17.056298499999997,9,4,5,44.4,55.6
RCP05597,4.466609999999999,9,5,4,55.6,44.4
RCP05598,0.86317,6,3,3,50.0,50.0
RCP05599,29.4839,8,4,4,50.0,50.0
RCP05600,8.650853,14,7,7,50.0,50.0
RCP05601,51.508325,8,4,4,50.0,50.0
RCP05602,6.401126,7,3,4,42.9,57.1
RCP05603,23.283896,8,4,4,50.0,50.0
RCP05604,2.36288,7,3,4,42.9,57.1
RCP05605,7.891273499999999,13,6,7,46.2,53.8
RCP05606,28.680687500000005,18,8,10,44.4,55.6
RCP05607,40.29219,12,6,6,50.0,50.0
RCP05608,14.088972,16,5,11,31.2,68.8
RCP05609,1.5137500000000002,9,5,4,55.6,44.4
RCP05610,1.5555,8,4,4,50.0,50.0
RCP05611,8.345495,9,3,6,33.3,66.7
RCP05612,11.828036,15,7,8,46.7,53.3
RCP05613,12.034049999999999,8,4,4,50.0,50.0
RCP05614,5.6996795,9,5,4,55.6,44.4
RCP05615,2.19924,5,2,3,40.0,60.0
RCP05616,24.581050999999995,14,9,5,64.3,35.7
RCP05617,19.286105,11,7,4,63.6,36.4
RCP05618,22.97704,19,11,8,57.9,42.1
RCP05619,7.990251000000001,10,5,5,50.0,50.0
RCP05620,1.1186500000000001,8,4,4,50.0,50.0
RCP05621,44.420925,6,3,3,50.0,50.0
RCP05622,7.708265000000001,10,5,5,50.0,50.0
RCP05623,14.784777000000002,19,10,9,52.6,47.4
RCP05624,26.864036,11,6,5,54.5,45.5
RCP05625,13.553133500000001,14,8,6,57.1,42.9
RCP05626,29.699423,9,6,3,66.7,33.3
RCP05627,7.55828,5,2,3,40.0,60.0
RCP05628,31.90329,13,7,6,53.8,46.2
RCP05629,3.8173649999999997,19,13,6,68.4,31.6
RCP05630,33.300308,12,5,7,41.7,58.3
RCP05631,26.455028499999997,8,4,4,50.0,50.0
RCP05632,9.166585000000001,13,10,3,76.9,23.1
RCP05633,2.49708,10,5,5,50.0,50.0
RCP05634,17.986369999999997,9,5,4,55.6,44.4
RCP05635,21.247035,6,3,3,50.0,50.0
RCP05636,20.540667000000003,10,7,3,70.0,30.0
RCP05637,8.278456,12,6,6,50.0,50.0
RCP05638,3.1370155,11,6,5,54.5,45.5
RCP05639,16.58558,7,4,3,57.1,42.9
RCP05640,11.0690805,19,10,9,52.6,47.4
RCP05641,12.988013500000001,14,7,7,50.0,50.0
RCP05642,10.179907,12,5,7,41.7,58.3
RCP05643,33.482843,9,5,4,55.6,44.4
RCP05644,5.016375,14,6,8,42.9,57.1
RCP05645,0.94698,5,3,2,60.0,40.0
RCP05646,6.11425,13,6,7,46.2,53.8
RCP05647,36.019808999999995,9,5,4,55.6,44.4
RCP05648,10.658859,10,7,3,70.0,30.0
RCP05649,9.04074,9,3,6,33.3,66.7
RCP05650,25.241294999999997,6,3,3,50.0,50.0
RCP05651,11.79991,9,2,7,22.2,77.8
RCP05652,19.623779999999996,9,5,4,55.6,44.4
RCP05653,2.75389,12,5,7,41.7,58.3
RCP05654,34.03546999999999,9,6,3,66.7,33.3
RCP05655,38.36790299999999,15,7,8,46.7,53.3
RCP05656,57.30988,9,5,4,55.6,44.4
RCP05657,5.003618,13,6,7,46.2,53.8
RCP05658,23.371474999999993,15,8,7,53.3,46.7
RCP05659,23.628670000000003,7,3,4,42.9,57.1
RCP05660,6.442595,8,5,3,62.5,37.5
RCP05661,18.883074999999998,14,9,5,64.3,35.7
RCP05662,1.771015,7,4,3,57.1,42.9
RCP05663,4.3213795,9,3,6,33.3,66.7
RCP05664,10.679893999999999,18,8,10,44.4,55.6
RCP05665,36.97312,8,4,4,50.0,50.0
RCP05666,10.123149999999999,8,4,4,50.0,50.0
RCP05667,2.8446499999999997,10,6,4,60.0,40.0
RCP05668,1.03098,8,5,3,62.5,37.5
RCP05669,11.03378,11,3,8,27.3,72.7
RCP05670,10.17212,8,4,4,50.0,50.0
RCP05671,13.322,5,3,2,60.0,40.0
RCP05672,14.5986,8,2,6,25.0,75.0
RCP05673,3.7380335,13,9,4,69.2,30.8
RCP05674,15.88069,12,7,5,58.3,41.7
RCP05675,3.3294249999999996,9,5,4,55.6,44.4
RCP05676,13.364469999999999,9,3,6,33.3,66.7
RCP05677,7.430859999999999,5,2,3,40.0,60.0
RCP05678,4.47728,12,6,6,50.0,50.0
RCP05679,13.892845499999998,8,3,5,37.5,62.5
RCP05680,21.179039999999993,7,4,3,57.1,42.9
RCP05681,18.645705,9,5,4,55.6,44.4
RCP05682,1.2399660000000001,8,4,4,50.0,50.0
RCP05683,2.6744320000000004,12,7,5,58.3,41.7
RCP05684,35.44592,8,5,3,62.5,37.5
RCP05685,16.53107,10,5,5,50.0,50.0
RCP05686,5.33856,10,6,4,60.0,40.0
RCP05687,29.456481999999998,10,6,4,60.0,40.0
RCP05688,1.6573,9,5,4,55.6,44.4
RCP05689,14.833264499999999,13,5,8,38.5,61.5
RCP05690,5.026559999999998,5,3,2,60.0,40.0
RCP05691,11.749102500000001,15,5,10,33.3,66.7
RCP05692,50.25403,9,5,4,55.6,44.4
RCP05693,2.83265,8,4,4,50.0,50.0
RCP05694,5.88673,8,4,4,50.0,50.0
RCP05695,16.4420055,17,8,9,47.1,52.9
RCP05696,2.29943,9,4,5,44.4,55.6
RCP05697,5.943143999999999,6,2,4,33.3,66.7
RCP05698,5.532481499999999,8,4,4,50.0,50.0
RCP05699,13.312158499999999,9,5,4,55.6,44.4
RCP05700,4.184613,8,3,5,37.5,62.5
RCP05701,13.777050000000001,8,5,3,62.5,37.5
RCP05702,15.79143,9,3,6,33.3,66.7
RCP05703,2.827,16,10,6,62.5,37.5
RCP05704,6.664575000000001,7,2,5,28.6,71.4
RCP05705,28.682745,5,3,2,60.0,40.0
RCP05706,10.035929999999997,7,3,4,42.9,57.1
RCP05707,35.1898,19,9,10,47.4,52.6
RCP05708,58.6990805,10,4,6,40.0,60.0
RCP05709,8.187199,8,4,4,50.0,50.0
RCP05710,1.11004,7,5,2,71.4,28.6
RCP05711,31.357779999999995,11,6,5,54.5,45.5
RCP05712,24.212203,6,3,3,50.0,50.0
RCP05713,1.3390600000000001,6,3,3,50.0,50.0
RCP05714,26.361705999999998,19,10,9,52.6,47.4
RCP05715,26.0425565,12,7,5,58.3,41.7
RCP05716,49.00772499999999,5,3,2,60.0,40.0
RCP05717,15.672973500000001,14,7,7,50.0,50.0
RCP05718,1.0070100000000002,7,4,3,57.1,42.9
RCP05719,7.086242,13,6,7,46.2,53.8
RCP05720,48.58904999999999,8,6,2,75.0,25.0
RCP05721,5.8766095,6,2,4,33.3,66.7
RCP05722,7.06835,5,3,2,60.0,40.0
RCP05723,26.908316499999998,17,7,10,41.2,58.8
RCP05724,23.332665,7,3,4,42.9,57.1
RCP05725,2.178049,14,9,5,64.3,35.7
RCP05726,8.615376999999999,10,4,6,40.0,60.0
RCP05727,9.721226,14,12,2,85.7,14.3
RCP05728,9.5099585,14,9,5,64.3,35.7
RCP05729,18.097271999999997,17,9,8,52.9,47.1
RCP05730,25.192084,10,7,3,70.0,30.0
RCP05731,22.910575,11,6,5,54.5,45.5
RCP05732,22.36441,6,3,3,50.0,50.0
RCP05733,11.819789999999998,14,8,6,57.1,42.9
RCP05734,49.849245,8,4,4,50.0,50.0
RCP05735,1.9904400000000002,12,7,5,58.3,41.7
RCP05736,4.044,5,2,3,40.0,60.0
RCP05737,1.96531,7,3,4,42.9,57.1
RCP05738,20.372259999999997,11,4,7,36.4,63.6
RCP05739,1.9017050000000002,13,7,6,53.8,46.2
RCP05740,12.6877095,14,6,8,42.9,57.1
RCP05741,49.564449,12,5,7,41.7,58.3
RCP05742,1.0533000000000001,6,4,2,66.7,33.3
RCP05743,3.3123125,8,2,6,25.0,75.0
RCP05744,1.4267100000000001,9,6,3,66.7,33.3
RCP05745,14.074024499999998,18,9,9,50.0,50.0
RCP05746,3.897508,17,10,7,58.8,41.2
RCP05747,7.163334,13,5,8,38.5,61.5
RCP05748,17.15974,6,3,3,50.0,50.0
RCP05749,11.52123,12,5,7,41.7,58.3
RCP05750,1.19365,7,5,2,71.4,28.6
RCP05751,7.870795000000001,13,8,5,61.5,38.5
RCP05752,14.773069999999999,13,9,4,69.2,30.8
RCP05753,33.043906,5,2,3,40.0,60.0
RCP05754,4.790795,9,5,4,55.6,44.4
RCP05755,2.5431,9,6,3,66.7,33.3
RCP05756,7.279133000000001,15,8,7,53.3,46.7
RCP05757,19.673475,5,3,2,60.0,40.0
RCP05758,3.118094,9,6,3,66.7,33.3
RCP05759,7.282840000000001,11,7,4,63.6,36.4
RCP05760,4.095749999999999,8,3,5,37.5,62.5
RCP05761,65.07388,14,7,7,50.0,50.0
RCP05762,2.829549,11,6,5,54.5,45.5
RCP05763,4.88103,6,3,3,50.0,50.0
RCP05764,43.9032815,5,2,3,40.0,60.0
RCP05765,17.4373595,11,5,6,45.5,54.5
RCP05766,16.594289999999997,14,10,4,71.4,28.6
RCP05767,8.38735,5,2,3,40.0,60.0
RCP05768,2.4644,6,2,4,33.3,66.7
RCP05769,1.59312,9,5,4,55.6,44.4
RCP05770,4.961839999999999,11,6,5,54.5,45.5
RCP05771,7.341227999999999,12,5,7,41.7,58.3
RCP05772,28.269345,14,8,6,57.1,42.9
RCP05773,1.28314,8,5,3,62.5,37.5
RCP05774,55.14960799999999,17,10,7,58.8,41.2
RCP05775,1.4449200000000002,6,2,4,33.3,66.7
RCP05776,19.093024999999997,8,3,5,37.5,62.5
RCP05777,3.7598699999999994,8,4,4,50.0,50.0
RCP05778,39.570046,13,8,5,61.5,38.5
RCP05779,1.8923999999999999,7,5,2,71.4,28.6
RCP05780,6.922833999999999,12,3,9,25.0,75.0
RCP05781,2.66991,9,6,3,66.7,33.3
RCP05782,37.083014000000006,19,12,7,63.2,36.8
RCP05783,3.925275,5,2,3,40.0,60.0
RCP05784,14.56467,17,10,7,58.8,41.2
RCP05785,47.33819,8,5,3,62.5,37.5
RCP05786,6.862649999999999,5,2,3,40.0,60.0
RCP05787,10.530629999999999,14,7,7,50.0,50.0
RCP05788,26.058844999999998,18,8,10,44.4,55.6
RCP05789,1.89186,8,4,4,50.0,50.0
RCP05790,2.2574885,8,4,4,50.0,50.0
RCP05791,2.5568485,8,3,5,37.5,62.5
RCP05792,12.268680000000002,7,4,3,57.1,42.9
RCP05793,5.656085000000001,14,8,6,57.1,42.9
RCP05794,23.00513,19,8,11,42.1,57.9
RCP05795,3.35055,6,2,4,33.3,66.7
RCP05796,13.8799475,9,4,5,44.4,55.6
RCP05797,13.094759999999999,6,4,2,66.7,33.3
RCP05798,14.979902,17,13,4,76.5,23.5
RCP05799,21.832018,12,7,5,58.3,41.7
RCP05800,7.29931,6,3,3,50.0,50.0
RCP05801,8.258729999999998,5,3,2,60.0,40.0
RCP05802,6.52335,10,5,5,50.0,50.0
RCP05803,13.57249,7,3,4,42.9,57.1
RCP05804,7.636340000000001,11,5,6,45.5,54.5
RCP05805,2.641133,8,5,3,62.5,37.5
RCP05806,12.808321,16,8,8,50.0,50.0
RCP05807,55.93401,8,3,5,37.5,62.5
RCP05808,4.000578,17,9,8,52.9,47.1
RCP05809,61.212360000000004,12,5,7,41.7,58.3
RCP05810,1.7718870000000002,8,3,5,37.5,62.5
RCP05811,18.939355,7,4,3,57.1,42.9
RCP05812,21.528548999999998,14,7,7,50.0,50.0
RCP05813,1.43755,9,5,4,55.6,44.4
RCP05814,17.602824999999992,19,8,11,42.1,57.9
RCP05815,47.989515,7,3,4,42.9,57.1
RCP05816,1.4883899999999999,8,6,2,75.0,25.0
RCP05817,19.661579,14,10,4,71.4,28.6
RCP05818,26.209085000000005,13,5,8,38.5,61.5
RCP05819,31.773428499999994,14,7,7,50.0,50.0
RCP05820,27.007226999999997,18,8,10,44.4,55.6
RCP05821,17.8115955,10,7,3,70.0,30.0
RCP05822,19.601993999999998,10,7,3,70.0,30.0
RCP05823,9.776150000000001,9,4,5,44.4,55.6
RCP05824,0.8203500000000001,6,4,2,66.7,33.3
RCP05825,8.59078,9,3,6,33.3,66.7
RCP05826,28.753363000000004,14,6,8,42.9,57.1
RCP05827,31.32545,14,4,10,28.6,71.4
RCP05828,13.0967585,14,7,7,50.0,50.0
RCP05829,3.7067700000000006,9,4,5,44.4,55.6
RCP05830,1.309905,7,5,2,71.4,28.6
RCP05831,7.523009999999999,9,5,4,55.6,44.4
RCP05832,56.889329999999994,5,3,2,60.0,40.0
RCP05833,3.19803,11,6,5,54.5,45.5
RCP05834,19.4895,8,4,4,50.0,50.0
RCP05835,39.29515,5,2,3,40.0,60.0
RCP05836,4.310895,5,2,3,40.0,60.0
RCP05837,18.226699999999997,6,2,4,33.3,66.7
RCP05838,24.865799000000003,19,9,10,47.4,52.6
RCP05839,29.009724,13,8,5,61.5,38.5
RCP05840,65.78252099999999,11,6,5,54.5,45.5
RCP05841,3.055501,13,8,5,61.5,38.5
RCP05842,3.1182999999999996,7,4,3,57.1,42.9
RCP05843,27.958276499999997,8,5,3,62.5,37.5
RCP05844,3.1100399999999997,9,5,4,55.6,44.4
RCP05845,4.0095350000000005,8,6,2,75.0,25.0
RCP05846,1.3014,6,3,3,50.0,50.0
RCP05847,2.9728999999999997,12,5,7,41.7,58.3
RCP05848,0.6787700000000001,5,3,2,60.0,40.0
RCP05849,64.91918000000001,13,6,7,46.2,53.8
RCP05850,33.58892,9,4,5,44.4,55.6
RCP05851,7.487069999999999,10,3,7,30.0,70.0
RCP05852,8.894238,19,11,8,57.9,42.1
RCP05853,5.547806,17,9,8,52.9,47.1
RCP05854,3.2734499999999995,8,3,5,37.5,62.5
RCP05855,7.73317,8,4,4,50.0,50.0
RCP05856,2.0143,6,3,3,50.0,50.0
RCP05857,0.8962600000000001,5,2,3,40.0,60.0
RCP05858,2.1851039999999995,9,7,2,77.8,22.2
RCP05859,25.8074025,13,4,9,30.8,69.2
RCP05860,7.741385,17,10,7,58.8,41.2
RCP05861,2.71696,6,2,4,33.3,66.7
RCP05862,7.021545,7,3,4,42.9,57.1
RCP05863,5.700169999999999,13,6,7,46.2,53.8
RCP05864,18.150109999999998,8,6,2,75.0,25.0
RCP05865,2.5709,7,2,5,28.6,71.4
RCP05866,24.905067,8,3,5,37.5,62.5
RCP05867,16.981955,6,4,2,66.7,33.3
RCP05868,11.639309,10,3,7,30.0,70.0
RCP05869,9.5982995,7,3,4,42.9,57.1
RCP05870,6.486046999999999,14,5,9,35.7,64.3
RCP05871,8.356175,17,12,5,70.6,29.4
RCP05872,20.983589999999996,9,5,4,55.6,44.4
RCP05873,25.554559999999995,6,3,3,50.0,50.0
RCP05874,11.028580000000002,5,3,2,60.0,40.0
RCP05875,1.64255,7,3,4,42.9,57.1
RCP05876,14.370045,11,6,5,54.5,45.5
RCP05877,2.2426299999999997,7,3,4,42.9,57.1
RCP05878,22.136005,14,9,5,64.3,35.7
RCP05879,3.893843,8,3,5,37.5,62.5
RCP05880,16.68627,10,4,6,40.0,60.0
RCP05881,49.7645395,10,4,6,40.0,60.0
RCP05882,8.52678,13,7,6,53.8,46.2
RCP05883,57.34226999999999,6,3,3,50.0,50.0
RCP05884,21.65619,13,8,5,61.5,38.5
RCP05885,9.841286,17,10,7,58.8,41.2
RCP05886,12.330124999999999,14,7,7,50.0,50.0
RCP05887,52.068014999999995,9,3,6,33.3,66.7
RCP05888,6.70794,16,7,9,43.8,56.2
RCP05889,62.417015,10,6,4,60.0,40.0
RCP05890,4.896673000000001,12,7,5,58.3,41.7
RCP05891,7.634584999999999,13,8,5,61.5,38.5
RCP05892,15.1663105,11,6,5,54.5,45.5
